2023-10-20 13:44:45.945 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-20 13:44:45.946 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-20 14:38:10.550 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-20 14:38:10.558 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-20 14:38:10.559 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-20 14:38:10.560 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-20 14:39:27.498 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-20 14:39:27.503 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-20 14:39:27.504 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-20 14:39:27.506 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-20 14:40:47.992 | ERROR    | logs_system:post:44 - Invalid token
2023-10-20 14:40:47.999 | INFO     | logs_system:post:45 - Invalid token
2023-10-20 14:40:48.000 | WARNING  | logs_system:post:47 - Invalid token
2023-10-20 14:40:48.000 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 07:06:08.963 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-21 07:06:08.969 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 07:06:08.970 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 07:06:08.971 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 07:07:02.441 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor koshelev'}
2023-10-21 07:07:02.455 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 07:07:02.456 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 07:07:02.457 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 14:26:31.265 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-21 14:26:31.272 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 14:26:31.273 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 14:26:31.274 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 14:28:24.557 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 14:28:24.568 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 14:28:24.568 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 14:28:24.568 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 14:40:49.615 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-21 14:40:49.620 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 14:40:49.621 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 14:40:49.622 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 14:41:17.556 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 14:41:17.563 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 14:41:17.566 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 14:41:17.567 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 15:08:18.996 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 15:08:19.002 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 15:08:19.003 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 15:08:19.006 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 20:22:11.730 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-21 20:22:11.741 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 20:22:11.742 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 20:22:11.742 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 20:22:55.952 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'Sergey'}
2023-10-21 20:22:55.962 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 20:22:55.963 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 20:22:55.963 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 20:23:43.560 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 20:23:43.567 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 20:23:43.568 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 20:23:43.568 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 20:36:13.823 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 20:36:13.831 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 20:36:13.832 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 20:36:13.833 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 20:36:14.894 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 20:36:14.896 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 20:36:14.897 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 20:36:14.897 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 20:36:50.296 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'Sergey'}
2023-10-21 20:36:50.303 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 20:36:50.307 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 20:36:50.308 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 21:47:19.135 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-21 21:47:19.144 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-21 21:47:19.144 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-21 21:47:19.144 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-21 21:48:31.081 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 21:48:31.085 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 21:48:31.086 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 21:48:31.087 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-21 21:48:42.131 | ERROR    | logs_system:post:44 - Invalid token
2023-10-21 21:48:42.132 | INFO     | logs_system:post:45 - Invalid token
2023-10-21 21:48:42.133 | WARNING  | logs_system:post:47 - Invalid token
2023-10-21 21:48:42.134 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-22 23:34:46.778 | ERROR    | logs_system:post:44 - Invalid token
2023-10-22 23:34:46.786 | INFO     | logs_system:post:45 - Invalid token
2023-10-22 23:34:46.788 | WARNING  | logs_system:post:47 - Invalid token
2023-10-22 23:34:46.789 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-23 16:24:45.417 | ERROR    | logs_system:post:44 - Invalid token
2023-10-23 16:24:45.428 | INFO     | logs_system:post:45 - Invalid token
2023-10-23 16:24:45.429 | WARNING  | logs_system:post:47 - Invalid token
2023-10-23 16:24:45.429 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-23 16:26:39.987 | ERROR    | logs_system:post:44 - Invalid token
2023-10-23 16:26:39.995 | INFO     | logs_system:post:45 - Invalid token
2023-10-23 16:26:39.995 | WARNING  | logs_system:post:47 - Invalid token
2023-10-23 16:26:39.996 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-23 16:26:57.495 | ERROR    | logs_system:post:44 - Invalid token
2023-10-23 16:26:57.498 | INFO     | logs_system:post:45 - Invalid token
2023-10-23 16:26:57.498 | WARNING  | logs_system:post:47 - Invalid token
2023-10-23 16:26:57.499 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-23 16:30:57.378 | ERROR    | logs_system:post:44 - Invalid token
2023-10-23 16:30:57.382 | INFO     | logs_system:post:45 - Invalid token
2023-10-23 16:30:57.385 | WARNING  | logs_system:post:47 - Invalid token
2023-10-23 16:30:57.385 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-23 18:17:21.441 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-23 18:17:21.449 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-23 18:17:21.450 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-23 18:17:21.451 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-23 18:22:54.607 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-23 18:22:54.612 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-23 18:22:54.613 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-23 18:22:54.614 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-23 18:23:47.527 | ERROR    | logs_system:post:44 - Invalid token
2023-10-23 18:23:47.533 | INFO     | logs_system:post:45 - Invalid token
2023-10-23 18:23:47.534 | WARNING  | logs_system:post:47 - Invalid token
2023-10-23 18:23:47.535 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-24 13:05:56.825 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-24 13:05:56.834 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-24 13:05:56.836 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-24 13:05:56.837 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-24 13:07:52.942 | ERROR    | logs_system:post:44 - Invalid token
2023-10-24 13:07:52.951 | INFO     | logs_system:post:45 - Invalid token
2023-10-24 13:07:52.952 | WARNING  | logs_system:post:47 - Invalid token
2023-10-24 13:07:52.952 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-24 14:49:15.194 | ERROR    | logs_system:post:44 - Invalid token
2023-10-24 14:49:15.207 | INFO     | logs_system:post:45 - Invalid token
2023-10-24 14:49:15.208 | WARNING  | logs_system:post:47 - Invalid token
2023-10-24 14:49:15.208 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-25 20:10:02.363 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-25 20:10:02.371 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-25 20:10:02.372 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-25 20:10:02.372 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-25 20:10:20.908 | ERROR    | logs_system:post:44 - Invalid token
2023-10-25 20:10:20.915 | INFO     | logs_system:post:45 - Invalid token
2023-10-25 20:10:20.915 | WARNING  | logs_system:post:47 - Invalid token
2023-10-25 20:10:20.916 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 10:30:38.394 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 10:30:38.399 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 10:30:38.400 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 10:30:38.401 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 10:31:37.560 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-26 10:31:37.569 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-26 10:31:37.570 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-26 10:31:37.571 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-26 10:32:50.394 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-26 10:32:50.406 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-26 10:32:50.408 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-26 10:32:50.408 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-26 10:33:28.214 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 10:33:28.218 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 10:33:28.218 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 10:33:28.219 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 10:35:02.847 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-26 10:35:02.853 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-26 10:35:02.854 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-26 10:35:02.854 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-26 10:36:05.421 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 10:36:05.435 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 10:36:05.436 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 10:36:05.436 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 17:44:46.696 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-26 17:44:46.701 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-26 17:44:46.702 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-26 17:44:46.702 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-26 17:44:57.758 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 17:44:57.761 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 17:44:57.762 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 17:44:57.763 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 17:45:18.005 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 17:45:18.012 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 17:45:18.013 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 17:45:18.014 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 17:45:19.499 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 17:45:19.501 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 17:45:19.502 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 17:45:19.503 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 17:45:20.570 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 17:45:20.573 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 17:45:20.573 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 17:45:20.574 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 17:47:28.364 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 17:47:28.374 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 17:47:28.375 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 17:47:28.376 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-26 22:55:21.132 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-26 22:55:21.137 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-26 22:55:21.137 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-26 22:55:21.138 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-26 22:55:48.430 | ERROR    | logs_system:post:44 - Invalid token
2023-10-26 22:55:48.433 | INFO     | logs_system:post:45 - Invalid token
2023-10-26 22:55:48.434 | WARNING  | logs_system:post:47 - Invalid token
2023-10-26 22:55:48.435 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-27 00:04:00.488 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-27 00:04:00.496 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-27 00:04:00.497 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-27 00:04:00.498 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-27 00:04:06.247 | ERROR    | logs_system:post:44 - Invalid token
2023-10-27 00:04:06.249 | INFO     | logs_system:post:45 - Invalid token
2023-10-27 00:04:06.250 | WARNING  | logs_system:post:47 - Invalid token
2023-10-27 00:04:06.250 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-27 16:38:53.438 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-27 16:38:53.445 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-27 16:38:53.446 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-27 16:38:53.448 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 10:36:20.495 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 10:36:20.508 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 10:36:20.508 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 10:36:20.509 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 14:35:28.862 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 14:35:28.870 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 14:35:28.871 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 14:35:28.872 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 17:23:19.671 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 17:23:19.678 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 17:23:19.679 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 17:23:19.680 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 17:23:36.650 | ERROR    | logs_system:post:44 - Invalid token
2023-10-28 17:23:36.655 | INFO     | logs_system:post:45 - Invalid token
2023-10-28 17:23:36.655 | WARNING  | logs_system:post:47 - Invalid token
2023-10-28 17:23:36.656 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-28 19:52:14.954 | ERROR    | logs_system:get:19 - Invalid token
2023-10-28 19:52:14.961 | INFO     | logs_system:get:20 - Invalid token
2023-10-28 19:52:14.961 | WARNING  | logs_system:get:22 - Invalid token
2023-10-28 19:52:14.961 | DEBUG    | logs_system:get:23 - Invalid token
2023-10-28 19:53:28.295 | ERROR    | logs_system:get:19 - Invalid token
2023-10-28 19:53:28.299 | INFO     | logs_system:get:20 - Invalid token
2023-10-28 19:53:28.300 | WARNING  | logs_system:get:22 - Invalid token
2023-10-28 19:53:28.300 | DEBUG    | logs_system:get:23 - Invalid token
2023-10-28 19:58:17.429 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 19:58:17.436 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 19:58:17.436 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 19:58:17.437 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 19:59:22.338 | ERROR    | logs_system:post:44 - Invalid token
2023-10-28 19:59:22.349 | INFO     | logs_system:post:45 - Invalid token
2023-10-28 19:59:22.349 | WARNING  | logs_system:post:47 - Invalid token
2023-10-28 19:59:22.350 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-28 20:10:40.271 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 20:10:40.278 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 20:10:40.278 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 20:10:40.279 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 20:10:51.903 | ERROR    | logs_system:post:44 - Invalid token
2023-10-28 20:10:51.911 | INFO     | logs_system:post:45 - Invalid token
2023-10-28 20:10:51.911 | WARNING  | logs_system:post:47 - Invalid token
2023-10-28 20:10:51.911 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-28 20:19:27.917 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-28 20:19:27.926 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-28 20:19:27.928 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-28 20:19:27.929 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-28 20:31:51.826 | ERROR    | logs_system:post:44 - Invalid token
2023-10-28 20:31:51.834 | INFO     | logs_system:post:45 - Invalid token
2023-10-28 20:31:51.834 | WARNING  | logs_system:post:47 - Invalid token
2023-10-28 20:31:51.834 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-29 11:26:25.246 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-29 11:26:25.259 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-29 11:26:25.260 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-29 11:26:25.261 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-29 11:32:10.518 | ERROR    | logs_system:post:44 - Invalid token
2023-10-29 11:32:10.527 | INFO     | logs_system:post:45 - Invalid token
2023-10-29 11:32:10.527 | WARNING  | logs_system:post:47 - Invalid token
2023-10-29 11:32:10.528 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-30 22:11:09.777 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-30 22:11:09.785 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-30 22:11:09.786 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-30 22:11:09.786 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-30 22:12:26.727 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'karina'}
2023-10-30 22:12:26.731 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-30 22:12:26.732 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-30 22:12:26.733 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-31 13:59:20.837 | ERROR    | logs_system:post:44 - Invalid token
2023-10-31 13:59:20.843 | INFO     | logs_system:post:45 - Invalid token
2023-10-31 13:59:20.844 | WARNING  | logs_system:post:47 - Invalid token
2023-10-31 13:59:20.844 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-31 14:00:37.088 | ERROR    | logs_system:post:44 - Invalid token
2023-10-31 14:00:37.096 | INFO     | logs_system:post:45 - Invalid token
2023-10-31 14:00:37.096 | WARNING  | logs_system:post:47 - Invalid token
2023-10-31 14:00:37.097 | DEBUG    | logs_system:post:48 - Invalid token
2023-10-31 20:27:29.548 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-10-31 20:27:29.553 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-10-31 20:27:29.553 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-10-31 20:27:29.554 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-10-31 20:28:25.190 | ERROR    | logs_system:post:44 - Invalid token
2023-10-31 20:28:25.195 | INFO     | logs_system:post:45 - Invalid token
2023-10-31 20:28:25.195 | WARNING  | logs_system:post:47 - Invalid token
2023-10-31 20:28:25.196 | DEBUG    | logs_system:post:48 - Invalid token
2023-11-03 17:31:32.182 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-03 17:31:32.193 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-03 17:31:32.194 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-03 17:31:32.194 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-03 17:32:17.807 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-03 17:32:17.812 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-03 17:32:17.812 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-03 17:32:17.813 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-03 17:33:11.987 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-03 17:33:11.991 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-03 17:33:11.992 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-03 17:33:11.993 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-03 18:00:09.856 | ERROR    | logs_system:post:44 - Invalid token
2023-11-03 18:00:09.863 | INFO     | logs_system:post:45 - Invalid token
2023-11-03 18:00:09.867 | WARNING  | logs_system:post:47 - Invalid token
2023-11-03 18:00:09.868 | DEBUG    | logs_system:post:48 - Invalid token
2023-11-05 21:38:40.839 | ERROR    | logs_system:get:19 - Invalid token
2023-11-05 21:38:40.848 | INFO     | logs_system:get:20 - Invalid token
2023-11-05 21:38:40.848 | WARNING  | logs_system:get:22 - Invalid token
2023-11-05 21:38:40.848 | DEBUG    | logs_system:get:23 - Invalid token
2023-11-05 21:44:25.500 | ERROR    | logs_system:post:44 - Invalid token
2023-11-05 21:44:25.508 | INFO     | logs_system:post:45 - Invalid token
2023-11-05 21:44:25.509 | WARNING  | logs_system:post:47 - Invalid token
2023-11-05 21:44:25.509 | DEBUG    | logs_system:post:48 - Invalid token
2023-11-05 21:45:16.780 | ERROR    | logs_system:post:44 - Invalid token
2023-11-05 21:45:16.792 | INFO     | logs_system:post:45 - Invalid token
2023-11-05 21:45:16.794 | WARNING  | logs_system:post:47 - Invalid token
2023-11-05 21:45:16.794 | DEBUG    | logs_system:post:48 - Invalid token
2023-11-09 07:51:29.306 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-09 07:51:29.312 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-09 07:51:29.313 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-09 07:51:29.313 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-10 18:51:00.860 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-10 18:51:00.868 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-10 18:51:00.871 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-10 18:51:00.871 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-10 18:51:12.817 | ERROR    | logs_system:post:44 - Invalid token
2023-11-10 18:51:12.822 | INFO     | logs_system:post:45 - Invalid token
2023-11-10 18:51:12.823 | WARNING  | logs_system:post:47 - Invalid token
2023-11-10 18:51:12.827 | DEBUG    | logs_system:post:48 - Invalid token
2023-11-11 16:10:33.550 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-11 16:10:33.554 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
2023-11-11 16:10:33.555 | INFO     | logs_system:post:54 - GET params: ImmutableMultiDict([])
2023-11-11 16:10:33.556 | WARNING  | logs_system:post:56 - GET params: ImmutableMultiDict([])
2023-11-11 16:12:41.649 | DEBUG    | logs_system:post:52 - POST params: {'mentor': 'igor'}
2023-11-11 16:12:41.654 | ERROR    | logs_system:post:53 - GET params: ImmutableMultiDict([])
